Unnamed: 0,shipment_id,origin_location,origin_lat,origin_lon,destination_location,destination_lat,destination_lon,shipment_date,shipment_mode,weight_kg,freight_cost_usd,estimated_arrival," ""Result""",conflict_type,conflict_severity,conflict_date,conflict_region,weather_location,weather_range,weather_azimuth
,1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,BRISTOW,0.53,N
14743.0,4703,CHILDS,36.52,-92.6259,TAMPICO,48.3089,-106.8248,2023-04-01,Air,80,9681.82,2023-04-21,,Political Protest,High,2023-04-08,Pakistan,SALEM,3.01,NE
,987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,VALENTINE,0.9,SE
,3407,SERENA,39.365,-80.37,BLOOMFIELD,39.5636,-81.2089,2023-01-01,Air,785,3647.62,2023-01-08,,Strike,High,2023-01-07,Nigeria,CALDWELL,1.1,WSW
,726,BREAUX BRIDGE,33.4772,-98.78,NEWARK,42.4985,-89.2709,2024-04-01,Sea,4679,5902.8,2024-04-11,,Political Protest,Moderate,2024-04-09,Ethiopia,MUSTANG,4.1,E
,3548,PAWNEE,37.0231,-80.3551,ROMEOVILLE,41.6616,-88.073,2024-08-01,Land,5341,1906.41,2024-08-15,,Political Protest,Low,2024-08-01,India,MEBANE HURDLE FLD AR,3.46,ESE
14451.0,4680,EL PORTAL,36.1962,-81.8455,DOUGHERTY,34.4076,-96.9336,2024-09-01,Air,4799,4248.81,2024-09-10,,Strike,High,2024-08-24,Ethiopia,NORTON,1.0,E
15097.0,4801,COALMONT,32.327,-96.13,GIRVAN,40.4904,-122.394,2023-03-01,Land,9731,812.61,2023-03-21,,Riots,Low,2023-02-19,Ethiopia,ALMA,0.9,NE
,989,HIGDEN,34.07,-81.04,FAIRLAND,36.75,-94.85,2023-07-01,Air,7391,8228.1,2023-07-22,,Border Skirmish,Critical,2023-07-09,Ukraine,COOL SPG,1.85,WSW
8243.0,2734,(DDC)DODGE CITY ARPT,33.18,-96.76,FORDLAND,37.2138,-92.9269,2023-03-01,Air,3181,2438.98,2023-03-25,,Riots,Low,2023-02-19,Ethiopia,COOL,1.5,SSE
,3518,PORT O'CONNOR,33.2939,-83.8191,CANOVA,38.6798,-77.4107,2023-07-01,Land,673,4166.89,2023-07-21,,Border Skirmish,Critical,2023-07-09,Ukraine,PENDLETON,8.73,ENE
,4478,LOWMAN,32.9773,-81.7213,BROMMERSTOWN,40.61,-76.17,2023-07-01,Air,4024,8232.89,2023-07-05,,Border Skirmish,Critical,2023-07-09,Ukraine,POLLARDS CORNER,2.37,NNE
,1552,TORO,39.7802,-80.5248,HUME,36.7854,-118.9338,2023-01-01,Air,9948,1453.64,2023-01-12,,Strike,High,2023-01-07,Nigeria,LYNN CAMP,0.11,WNW
,2755,TOLEDO BEND RES NORT,33.9388,-98.7113,(NBC)MCAS BEAUFORT,32.49,-80.7,2024-04-01,Land,7361,8386.19,2024-04-20,,Political Protest,Moderate,2024-04-09,Ethiopia,JERMYN,2.82,SSW
6043.0,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,RED HILL NORTH,0.9,NE
,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,OXFORD,1.26,S
,3764,RED SHIRT,37.8102,-82.1347,MINDEN,32.1023,-94.7119,2023-01-01,Land,1147,2567.44,2023-01-15,,Strike,High,2023-01-07,Nigeria,CHARTERS,0.71,WNW
10477.0,3199,LIVINGSTON,34.2435,-81.32,KEARNEY,40.6752,-99.1085,2023-07-01,Sea,1006,9620.61,2023-07-16,,Border Skirmish,Critical,2023-07-09,Ukraine,AYNOR,0.0,N
5807.0,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,NORTH AUGUSTA,2.7,NW
1580.0,566,KIROLI WOODS,34.8695,-90.94,OELRICHS,43.19,-103.0,2023-07-01,Land,8146,6417.22,2023-07-24,,Riots,Critical,2023-07-11,India,BERGER,1.79,SE
7575.0,2371,HARGIS,36.487,-92.97,RICHMOND,37.5996,-77.4659,2023-07-01,Land,3880,9893.59,2023-07-08,,Riots,Critical,2023-07-11,India,HACKETT,1.0,N
13891.0,4397,KNOXVILLE,30.74,-97.23,SPEEDWELL,36.45,-83.87,2024-07-01,Air,4304,8379.92,2024-07-28,,Civil Unrest,Low,2024-06-29,Ethiopia,(SSF)STINSON FLD SAN,2.64,NW
2399.0,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,MARKHAM,1.2,NE
,586,SEGUIN,33.7079,-89.002,LONGLICK,38.3589,-84.6632,2025-02-01,Air,5600,1672.28,2025-02-19,,Riots,Critical,2025-02-02,Myanmar,HALEYVILLE,0.9,SW
,1848,BRIDGEPORT,38.43,-80.48,ZION,37.97,-78.22,2024-08-01,Land,4597,237.51,2024-08-09,,Political Protest,Low,2024-08-01,India,GRAVEL SPGS,0.86,N
4811.0,1357,OCEAN GROVE,37.4067,-93.53,KANNAPOLIS,35.49,-80.77,2023-08-01,Land,3421,4018.78,2023-08-18,,Political Protest,Low,2023-07-24,Myanmar,MOUNTAIN HOME,1.49,NNW
4124.0,1064,CHAPPEL,40.06,-82.4,MT BULLION,37.4774,-120.0541,2023-01-01,Sea,601,2363.88,2023-01-18,,Strike,High,2023-01-07,Nigeria,LEVANNA,1.29,W
3848.0,1033,(RSL)RUSSELL MUNI AR,38.32,-80.1774,CAMP NELSON,36.1372,-118.6095,2023-01-01,Air,1987,6497.71,2023-01-07,,Strike,High,2023-01-07,Nigeria,LITTLE,0.57,N
,4801,COALMONT,32.327,-96.13,GIRVAN,40.4904,-122.394,2023-03-01,Land,9731,812.61,2023-03-21,,Riots,Low,2023-02-19,Ethiopia,DECATUR MUNI ARPT,0.9,SW
,4356,SANDERSON,40.17,-92.94,CAROL BEACH,42.5409,-87.8149,2023-08-01,Sea,1436,6718.38,2023-08-18,,Political Protest,Low,2023-07-24,Myanmar,YOUNGSTOWN,3.37,SE
,3677,ELMWOOD,38.432,-95.762,GOESSEL,38.25,-97.35,2024-08-01,Sea,9721,7165.56,2024-08-20,,Strike,Low,2024-08-06,India,LANSING,1.0,SW
2419.0,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,LADYSMITH,2.16,SSW
,4213,REXBURG MDSN CO ARPT,36.18,-94.7089,ARTESIAN,33.2805,-92.4301,2023-04-01,Sea,6330,6707.05,2023-04-27,,Political Protest,High,2023-04-08,Pakistan,PITTSBURG,2.14,SSE
,2350,ENERGY,38.6597,-82.6,SPRINGVILLE,32.0326,-93.3271,2023-01-01,Land,7171,2175.82,2023-01-17,,Strike,High,2023-01-07,Nigeria,LITTLE,0.38,NE
7156.0,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,QUIOCCASIN,0.88,SW
1136.0,326,HOAG,38.42,-81.1764,CAMDEN,33.5852,-92.8357,2023-01-01,Air,9733,6142.83,2023-01-08,,Strike,High,2023-01-07,Nigeria,HARRIETSVILLE,1.59,WSW
,3626,FRIANT,38.71,-81.927,SPRING HILL,32.2431,-92.6265,2023-01-01,Sea,1457,4801.42,2023-01-26,,Strike,High,2023-01-07,Nigeria,FLAG,1.57,SSE
12757.0,3831,(CPR)NATRONA CO ARPT,36.805,-94.5238,ROBERTSON FORK,35.3022,-86.9512,2023-02-01,Sea,6104,1474.84,2023-02-18,,Border Skirmish,Low,2023-01-23,Pakistan,(FYV)FAYETTEVILLE AR,0.56,NNE
,1112,CHEF MENTEUR,32.5443,-94.1547,SACRAMENTO,38.548,-121.4721,2023-03-01,Sea,7191,8593.4,2023-03-19,,Riots,Low,2023-02-19,Ethiopia,TIMPSON,0.91,NE
6412.0,2071,(PNE)NE ARPT PHILADE,37.39,-91.2426,CADILLAC WEXFORD ARP,44.26,-85.43,2023-07-01,Sea,3954,5273.1,2023-07-23,,Riots,Critical,2023-07-11,India,FLIPPIN APRT,0.56,W
,3548,PAWNEE,37.0231,-80.3551,ROMEOVILLE,41.6616,-88.073,2024-08-01,Land,5341,1906.41,2024-08-15,,Political Protest,Low,2024-08-01,India,PITTSBORO,0.49,NE
,2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,TRADE,0.75,S
,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,HAMPDEN SYDNEY,2.69,W
,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,NORGE,0.0,N
,2715,RALPH,35.2879,-80.8123,(DPG)MICHAEL AAF DUG,40.1569,-112.8937,2024-09-01,Air,7603,1828.92,2024-09-20,,Strike,High,2024-08-24,Ethiopia,TRADE,0.75,S
11858.0,3677,ELMWOOD,38.432,-95.762,GOESSEL,38.25,-97.35,2024-08-01,Sea,9721,7165.56,2024-08-20,,Strike,Low,2024-08-06,India,INDEPENDENCE,0.0,N
,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,SANDY POINT (SPT),2.33,NNW
,657,(ELP)EL PASO INTL AR,36.6139,-91.1,GALESTOWN,38.56,-75.72,2023-07-01,Sea,9039,9327.81,2023-07-15,,Riots,Critical,2023-07-11,India,PATTERSON,1.08,NNW
14331.0,4680,EL PORTAL,36.1962,-81.8455,DOUGHERTY,34.4076,-96.9336,2024-09-01,Air,4799,4248.81,2024-09-10,,Strike,High,2024-08-24,Ethiopia,TUCKAHOE,2.0,NE
,326,HOAG,38.42,-81.1764,CAMDEN,33.5852,-92.8357,2023-01-01,Air,9733,6142.83,2023-01-08,,Strike,High,2023-01-07,Nigeria,ELM GROVE,2.69,NNW
,1425,RANSOM,39.29,-78.99,STEUBENVILLE,40.36,-80.62,2024-08-01,Air,7173,9387.04,2024-08-13,,Political Protest,Low,2024-08-01,India,CONNOGUENESSING,1.25,ENE
,380,GANSEVOORT,32.3305,-82.936,FOLLY BEACH C-MAN (FBIS1),32.5425,-79.6639,2023-07-01,Air,8684,7706.32,2023-07-17,,Border Skirmish,Critical,2023-07-09,Ukraine,THMSON MCDUFFEE ARPT,7.97,NW
638.0,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,BALTIMORE KEY BRIDGE (FSKM2),2.72,W
,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,GERMANTOWN,1.59,SSW
9510.0,3045,MIDLAND,38.38,-79.9134,BRANCHVILLE,33.2602,-80.8148,2024-08-01,Sea,8573,7737.39,2024-08-25,,Political Protest,Low,2024-08-01,India,WARMINSTER,1.48,NNW
,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,LANDRUM FAIRVIEW ARP,2.19,NE
,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,DUNN,5.52,ENE
,2169,BREAKS,39.2692,-93.26,RIVERSIDE,42.1486,-77.0802,2023-08-01,Land,7802,7311.92,2023-08-14,,Political Protest,Low,2023-07-24,Myanmar,MALTA BEND,2.47,ESE
5773.0,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,BATH,5.38,NW
2785.0,804,DOVER,37.162,-79.78,BURNING SPGS,37.2366,-83.7883,2024-09-01,Sea,7062,6615.93,2024-09-12,,Strike,High,2024-08-24,Ethiopia,WEST DURHAM,1.12,E
,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,MANGOHICK,1.09,E
,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,BATESVILLE,1.1,ESE
,1541,(MRB)SHEPHERD FLD MR,37.9478,-94.9513,CABLETON,42.41,-86.24,2024-08-01,Air,2982,5459.12,2024-08-08,,Strike,Low,2024-08-06,India,MENOKEN,4.94,SSW
5874.0,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,ORANGEBURG,0.18,S
5594.0,1550,DUNLAP,32.3,-95.78,MT PLEASANT,35.3025,-79.0511,2024-08-01,Land,2619,3042.86,2024-08-28,,Strike,High,2024-08-08,Ethiopia,CHURCH HILL,3.27,NNW
,445,LA SAL JCT ARPT,39.3703,-93.3,SEQUATCHIE,35.11,-85.59,2023-08-01,Air,847,4274.37,2023-08-27,,Political Protest,Low,2023-07-24,Myanmar,MILTON,0.78,SSW
7144.0,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,MIDLOTHIAN,0.88,SW
,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,BRIGHTON,0.91,SW
,1268,BRAYTONVILLE,37.67,-94.284,OXFORD,34.36,-89.53,2023-08-01,Sea,8088,8848.88,2023-08-14,,Political Protest,Low,2023-07-24,Myanmar,(CNU)JOHNSON ARPT CH,1.09,W
10885.0,3266,STATE LINE,32.5622,-97.3181,EAST TULARE VILLA,36.2114,-119.2326,2023-03-01,Land,8882,1619.54,2023-03-11,,Riots,Low,2023-02-19,Ethiopia,SADLER,1.38,N
14667.0,4703,CHILDS,36.52,-92.6259,TAMPICO,48.3089,-106.8248,2023-04-01,Air,80,9681.82,2023-04-21,,Political Protest,High,2023-04-08,Pakistan,WILLIAMSVILLE,3.45,NW
7410.0,2350,ENERGY,38.6597,-82.6,SPRINGVILLE,32.0326,-93.3271,2023-01-01,Land,7171,2175.82,2023-01-17,,Strike,High,2023-01-07,Nigeria,MODOC,0.83,S
,987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,GRASSY POND,4.27,ENE
8808.0,2814,WARRENTON,37.33,-82.1991,KENNEBUNK LOWER VLG,43.38,-70.53,2023-09-01,Sea,9593,5455.27,2023-09-05,,Political Protest,Moderate,2023-08-30,India,PRATER,2.15,W
,989,HIGDEN,34.07,-81.04,FAIRLAND,36.75,-94.85,2023-07-01,Air,7391,8228.1,2023-07-22,,Border Skirmish,Critical,2023-07-09,Ukraine,TRAVELERS REST,3.38,ESE
1660.0,657,(ELP)EL PASO INTL AR,36.6139,-91.1,GALESTOWN,38.56,-75.72,2023-07-01,Sea,9039,9327.81,2023-07-15,,Riots,Critical,2023-07-11,India,DIAMOND CITY,0.0,N
11058.0,3407,SERENA,39.365,-80.37,BLOOMFIELD,39.5636,-81.2089,2023-01-01,Air,785,3647.62,2023-01-08,,Strike,High,2023-01-07,Nigeria,STEWART,1.38,N
,3084,NIANGUA JCT,37.4269,-80.3547,CUMMINSVILLE,43.23,-76.88,2024-08-01,Sea,8241,3554.54,2024-08-23,,Political Protest,Low,2024-08-01,India,WARMINSTER,0.89,WSW
,3199,LIVINGSTON,34.2435,-81.32,KEARNEY,40.6752,-99.1085,2023-07-01,Sea,1006,9620.61,2023-07-16,,Border Skirmish,Critical,2023-07-09,Ukraine,ROUND O,3.64,NNE
,4905,LOCKMOOR,37.53,-91.0923,VIRGINIA COLONY,34.24,-118.86,2023-08-01,Sea,8602,2473.54,2023-08-05,,Political Protest,Low,2023-07-24,Myanmar,WALNUT LOG,1.41,SSE
8288.0,2734,(DDC)DODGE CITY ARPT,33.18,-96.76,FORDLAND,37.2138,-92.9269,2023-03-01,Air,3181,2438.98,2023-03-25,,Riots,Low,2023-02-19,Ethiopia,HERMAN,2.67,WNW
1895.0,726,BREAUX BRIDGE,33.4772,-98.78,NEWARK,42.4985,-89.2709,2024-04-01,Sea,4679,5902.8,2024-04-11,,Political Protest,Moderate,2024-04-09,Ethiopia,BRYAN,2.37,SSE
,1268,BRAYTONVILLE,37.67,-94.284,OXFORD,34.36,-89.53,2023-08-01,Sea,8088,8848.88,2023-08-14,,Political Protest,Low,2023-07-24,Myanmar,TONTITOWN,1.12,E
9939.0,3084,NIANGUA JCT,37.4269,-80.3547,CUMMINSVILLE,43.23,-76.88,2024-08-01,Sea,8241,3554.54,2024-08-23,,Political Protest,Low,2024-08-01,India,ELAM,2.2,ESE
,2715,RALPH,35.2879,-80.8123,(DPG)MICHAEL AAF DUG,40.1569,-112.8937,2024-09-01,Air,7603,1828.92,2024-09-20,,Strike,High,2024-08-24,Ethiopia,CENTRAL,0.0,W
7102.0,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,HUSKE,1.3,WNW
,1056,SCIOTA,39.16,-83.2133,REEDLEY AIRPORT,36.6595,-119.4555,2023-01-01,Sea,4063,7382.52,2023-01-15,,Strike,High,2023-01-07,Nigeria,KENO,0.44,NNE
885.0,248,BLUE RIVER,34.47,-80.0039,LAMAR ARPT,38.07,-102.68,2024-09-01,Sea,4302,6224.26,2024-09-19,,Strike,High,2024-08-24,Ethiopia,ST PAUL,4.56,SSW
9532.0,3045,MIDLAND,38.38,-79.9134,BRANCHVILLE,33.2602,-80.8148,2024-08-01,Sea,8573,7737.39,2024-08-25,,Political Protest,Low,2024-08-01,India,KNAWL,2.07,SSE
,987,ALLENTON,34.08,-81.9914,BERNHARTS,40.3712,-75.9253,2023-07-01,Air,2455,858.15,2023-07-29,,Border Skirmish,Critical,2023-07-09,Ukraine,JUDSON,0.91,S
,1016,CHETEK,38.69,-79.771,UKIAH,39.1529,-123.1917,2023-01-01,Air,3421,904.95,2023-01-18,,Strike,High,2023-01-07,Nigeria,SALEM HALL,2.41,NW
12392.0,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,NORGE,0.19,ENE
,3548,PAWNEE,37.0231,-80.3551,ROMEOVILLE,41.6616,-88.073,2024-08-01,Land,5341,1906.41,2024-08-15,,Political Protest,Low,2024-08-01,India,THOMASVILLE,3.9,N
7633.0,2371,HARGIS,36.487,-92.97,RICHMOND,37.5996,-77.4659,2023-07-01,Land,3880,9893.59,2023-07-08,,Riots,Critical,2023-07-11,India,PINE,2.0,SSE
12384.0,3829,SANDY BANK,37.38,-77.1182,OHIOVILLE,41.7326,-74.0645,2024-08-01,Air,3642,1554.96,2024-08-08,,Political Protest,Low,2024-08-01,India,GRESSIT,0.88,SW
8208.0,2734,(DDC)DODGE CITY ARPT,33.18,-96.76,FORDLAND,37.2138,-92.9269,2023-03-01,Air,3181,2438.98,2023-03-25,,Riots,Low,2023-02-19,Ethiopia,GRANBURY,0.0,SW
,1056,SCIOTA,39.16,-83.2133,REEDLEY AIRPORT,36.6595,-119.4555,2023-01-01,Sea,4063,7382.52,2023-01-15,,Strike,High,2023-01-07,Nigeria,ELK FORK,1.8,ENE
,804,DOVER,37.162,-79.78,BURNING SPGS,37.2366,-83.7883,2024-09-01,Sea,7062,6615.93,2024-09-12,,Strike,High,2024-08-24,Ethiopia,WESTOVER,1.31,NNW
5991.0,1710,INDIANAPOLIS INTL AR,34.36,-81.0063,CAIRO,37.0062,-89.1679,2023-07-01,Air,785,9946.65,2023-07-19,,Border Skirmish,Critical,2023-07-09,Ukraine,SHOPTON,1.75,WSW
,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,ELLICOTT CITY,0.5,W
2126.0,737,BROOKLYN,37.52,-78.9286,FT DETRICK,39.4177,-77.3995,2024-08-01,Air,5346,626.95,2024-08-12,,Political Protest,Low,2024-08-01,India,REHOBOTH,2.19,NNE
,2715,RALPH,35.2879,-80.8123,(DPG)MICHAEL AAF DUG,40.1569,-112.8937,2024-09-01,Air,7603,1828.92,2024-09-20,,Strike,High,2024-08-24,Ethiopia,CAMERON,0.88,W
3467.0,989,HIGDEN,34.07,-81.04,FAIRLAND,36.75,-94.85,2023-07-01,Air,7391,8228.1,2023-07-22,,Border Skirmish,Critical,2023-07-09,Ukraine,PERRY,5.36,ENE
,3486,FEDERAL,35.9444,-87.23,JENKINJONES,37.2951,-81.4218,2023-09-01,Sea,8720,536.69,2023-09-06,,Riots,Low,2023-09-06,India,HOPKINSVILLE,4.0,SSW
12959.0,4024,ADAMANA,38.7562,-93.36,PAGE WAHWEAP ARPT,36.97,-111.6508,2024-08-01,Land,7846,8289.61,2024-08-13,,Strike,Low,2024-08-06,India,VALLEY FALLS,2.7,E
13111.0,4060,BOYDVILLE,35.99,-81.3327,MT STERLING,43.33,-91.0,2024-09-01,Air,3818,8371.55,2024-09-20,,Strike,High,2024-08-24,Ethiopia,ROAN MTN,10.0,N
6834.0,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,ARCHDALE,0.92,S
779.0,204,PLSNT HLL BSHRE ARPT,37.2727,-91.4928,METTLER,35.061,-118.9723,2023-08-01,Air,3522,7252.91,2023-08-19,,Political Protest,Low,2023-07-24,Myanmar,CLARKRIDGE,0.89,NE
7111.0,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,ISAAC,1.31,WSW
,3045,MIDLAND,38.38,-79.9134,BRANCHVILLE,33.2602,-80.8148,2024-08-01,Sea,8573,7737.39,2024-08-25,,Political Protest,Low,2024-08-01,India,MILLDALE,2.38,E
,3084,NIANGUA JCT,37.4269,-80.3547,CUMMINSVILLE,43.23,-76.88,2024-08-01,Sea,8241,3554.54,2024-08-23,,Political Protest,Low,2024-08-01,India,SEDGEFIELD,2.19,NNW
85.0,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,BEACH,3.53,SE
,4213,REXBURG MDSN CO ARPT,36.18,-94.7089,ARTESIAN,33.2805,-92.4301,2023-04-01,Sea,6330,6707.05,2023-04-27,,Political Protest,High,2023-04-08,Pakistan,CRISP,2.15,SE
,380,GANSEVOORT,32.3305,-82.936,FOLLY BEACH C-MAN (FBIS1),32.5425,-79.6639,2023-07-01,Air,8684,7706.32,2023-07-17,,Border Skirmish,Critical,2023-07-09,Ukraine,MOSELLE,3.0,NNW
15251.0,4825,PANA,39.3505,-93.3,PRESTON,42.55,-75.6,2023-08-01,Land,8029,9202.42,2023-08-13,,Political Protest,Low,2023-07-24,Myanmar,BIBLE GROVE,0.01,ESE
,2339,NEW VICTORY,36.3858,-78.7444,MARICAO,18.1501,-66.9489,2024-08-01,Sea,1873,4355.59,2024-08-06,,Political Protest,Low,2024-08-01,India,MILLBROOK,1.24,ESE
,2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,BAMBERG,0.33,NW
4562.0,1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,STAGE BRIDGE,1.03,NNW
11843.0,3677,ELMWOOD,38.432,-95.762,GOESSEL,38.25,-97.35,2024-08-01,Sea,9721,7165.56,2024-08-20,,Strike,Low,2024-08-06,India,LINCOLNVILLE,0.88,SE
7922.0,2572,PUMPKIN CENTER,30.06,-80.6361,SPANISHBURG,37.4293,-81.1007,2025-01-01,Land,6105,5906.39,2025-01-22,,Armed Conflict,Moderate,2024-12-29,India,CAPE CANAVERAL,3.34,WSW
7747.0,2432,PEHRSON STATION,34.1735,-96.6424,CLINTONVILLE,31.41,-85.91,2023-03-01,Air,3304,5924.85,2023-03-16,,Riots,Low,2023-02-19,Ethiopia,SOWERS,1.5,NNE
,2936,PIKE,34.86,-81.89,ARTHURTOWN,33.9735,-81.0157,2024-09-01,Air,7718,2871.24,2024-09-18,,Strike,High,2024-08-24,Ethiopia,FLAG POND,0.0,NNW
,309,BORDEN,37.6126,-93.6679,OCILLA,31.6,-83.25,2023-08-01,Air,4765,4857.54,2023-08-30,,Political Protest,Low,2023-07-24,Myanmar,BIG CABIN,4.0,SSW
,2734,(DDC)DODGE CITY ARPT,33.18,-96.76,FORDLAND,37.2138,-92.9269,2023-03-01,Air,3181,2438.98,2023-03-25,,Riots,Low,2023-02-19,Ethiopia,TRUCE,3.6,NW
4553.0,1146,ASHLAND,36.3757,-79.03,LINWOOD,47.71,-117.43,2024-09-01,Sea,3730,8153.18,2024-09-07,,Strike,High,2024-08-24,Ethiopia,SHIPMAN,1.29,NE
5623.0,1552,TORO,39.7802,-80.5248,HUME,36.7854,-118.9338,2023-01-01,Air,9948,1453.64,2023-01-12,,Strike,High,2023-01-07,Nigeria,STEWART,1.38,N
171.0,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,BATESVILLE,1.1,ESE
728.0,164,SOMERSET,38.688,-77.02,DICKSON,38.29,-82.48,2024-08-01,Land,4102,3920.69,2024-08-15,,Political Protest,Low,2024-08-01,India,JENNERSVILLE,1.06,E
6111.0,1801,VALLE VISTA,37.4106,-91.33,GREENE,44.2052,-70.135,2023-08-01,Air,4678,1580.08,2023-08-20,,Political Protest,Low,2023-07-24,Myanmar,PRAIRIE HOME,8.0,SSW
10945.0,3285,COTTON GIN,38.7128,-80.4096,CORONA,33.87,-117.58,2023-01-01,Sea,1325,3732.88,2023-01-12,,Strike,High,2023-01-07,Nigeria,HOHMAN,1.8,SSE
,2371,HARGIS,36.487,-92.97,RICHMOND,37.5996,-77.4659,2023-07-01,Land,3880,9893.59,2023-07-08,,Riots,Critical,2023-07-11,India,HIGDEN,1.32,ESE
5581.0,1541,(MRB)SHEPHERD FLD MR,37.9478,-94.9513,CABLETON,42.41,-86.24,2024-08-01,Air,2982,5459.12,2024-08-08,,Strike,Low,2024-08-06,India,LANSING,1.0,SW
